userName,content,score,at
احمد عبدالسلام,ممتازة,5,2025-07-02 11:22:24
Hmada Abd alazez,ممتاز,5,2025-07-02 11:14:04
Ahmed,جيد جدن,5,2025-07-02 11:12:13
Mhamood Gamal,افضل التطبيق توصيل و أفضل السائقين شكرا أوبر,5,2025-07-02 11:11:41
Ahmed badawi,انا متظلم ومتضرر من سائق الرحلة من منزلي إلى مساكن الكيلو ٢٦ غرب إسكندرية حيث كانت الأجرة المتفق عليها مع أوبر ١٠٧ جنية وعندما حضر السائق وإنطلق بي ظل يدور حول طرق لم تكن في واجهتي وبعد فترة وصلني إلى المكان المرغوب فيه وطلب مني ١٦١ جنية ودفعت له المبلغ مع أني متفق مع أوبر على ١٠٧ جنية ومن الآخر انا غير مسؤل عن لف ودوران السائق وغير مسؤل عن مخالفته خط سير رحلتي وارجو رد باقي المبلغ لي وشكرا,1,2025-07-02 11:08:05
Toma Tom,ممتازة جدا جدا جدا جدا,5,2025-07-02 11:07:13
Ousa elgen,very good,4,2025-07-02 10:53:28
Samy Tarek,رائعة,5,2025-07-02 10:50:37
Mohamed Abdalbagi,Very goood,5,2025-07-02 10:43:02
سما محمود,ممتاز,5,2025-07-02 10:38:30
تدمر تدمر,مميز,5,2025-07-02 10:35:02
سعيد داود داود,كانت تجربه ممتعه,5,2025-07-02 10:29:39
LI SAB,في البداية كان كل شي جيد الى أن ملأت المحفظة بالنقود بعدها بدأ سعر المشوار يزيد نفس التوقيت و حتى أن مسافة الطريق الذي أتبعه الآن أقل نسبيا من ذي قبل,2,2025-07-02 10:27:41
Albadr Algazee,روعة,5,2025-07-02 10:22:30
Khaled Gomaa,جميل جداً,1,2025-07-02 09:54:38
اشرف خليفه,رائعه,5,2025-07-02 09:53:06
bandr22,خدمة رائعة ومريحة.. شكرا للسائق المحترم 👍,5,2025-07-02 09:50:33
Ahmed Nagy Nagy,جميل,5,2025-07-02 09:24:36
Asma Alnaser,مريح و جميل,5,2025-07-02 09:06:45
Mustafa Elmahi,نجمة بسيطة عليكم قبل شوية السواق قال ما يقدر يدخل المستشفى قالي لازم تطلع برة او كنسل كنسلت التطبيق فرض علي 7 ريال غرامة حسبي الله عليكم,1,2025-07-02 08:32:40
محمد فتحي فتوح عواد,تجربه جميله,5,2025-07-02 07:54:09
Mina Nour,ممتاز,5,2025-07-02 07:45:53
محمد ابراهيم ابوالقاسم,سائق محترم,5,2025-07-02 07:42:11
Ahmed Nabil,شركة محترمة وسعر عادل وخدمة عملاء ممتازة. وحل اي مشكلة سريعا,5,2025-07-02 07:40:09
فاطمة رمضان,جيد جدا,5,2025-07-02 07:28:52
Hade Emam,التحديث الاخير سئ جدا. كنت بحترم اوبر في التعامل معاه. دلوقتي الكابتن هما المسيرين علي الاجره والمشاوير. وعلي العميل بمزاجهم.👎👎👎👎👎 لما اطلب ريكويست والغيه بدون رسوم ومع ذلك الرسوم تتخصم ٤ مرات ورا بعض ده يبقا نصب اطلب استرداد فورى للمبالغ المخصومه + تعويض للخساير,1,2025-07-02 06:55:27
Abo Judy,ممتاز أنصح به وبشده,5,2025-07-02 06:55:17
Madiha Mostafa,ممتازه,5,2025-07-02 06:47:21
Mohamed Aseeem,تطبيق رائع,5,2025-07-02 06:47:18
Ali Alshehri,غير جيدين السائق يوقف بموقعه عشان تلغي الطلب ويكسب وهو واقف مكانه واسئلة قبيحة من السائقين هل انت معك كاش او لا,1,2025-07-02 06:28:01
Yossef Yasser75,راجل محترم,5,2025-07-02 06:28:01
زينب محمد,في الموقع الممتاز بضبط,5,2025-07-02 06:19:37
ayman tahaa,فوق الممتاز,5,2025-07-02 06:17:32
حمادة حمدان,برنامج مريح جدا جدا,5,2025-07-02 05:52:30
Hfd Hcd,جميل,5,2025-07-02 04:25:45
Haitham Mohammed,👍,5,2025-07-02 04:19:30
Tota Ali,ممتاز,5,2025-07-02 03:27:41
Sattam Asa,جميل قدن قدن,5,2025-07-02 03:17:30
‪Ahmed El-Sisi‬‏,ممتاذ,5,2025-07-02 03:07:36
mayar omer,بداية رائعة جدا جدا,5,2025-07-02 03:02:53
ياسين الوهباني,جيد جداً جداً جداً يستاهل ألف نجمه سريع ومضمون واشكرك على اهتمامكم بنا 😍❤,5,2025-07-02 02:25:06
ابو عبدالله الهلاوى,جيد جدآ,5,2025-07-02 02:04:11
Muzamil Mohamed Ali,ممتاز وسريع,4,2025-07-02 01:10:23
Yehia Ibrahim,رائع,5,2025-07-01 22:51:29
خالد الرفاعي,تطبيق محترم جدا,5,2025-07-01 22:28:35
Nloo K,كان مشوار جميل ومريح شكرا كثير,5,2025-07-01 22:09:44
Abdalah Khalifa,ممتاز,5,2025-07-01 21:55:27
WALEED ADAM,جميل,5,2025-07-01 21:03:13
Rafiq Torky,تجربة جيدة واستخدمه دائما,5,2025-07-01 20:50:36
احمد محمد,برنامج كويس جدا لكني انتظرت أكثر من نصف ساعة فى الشمس عقبال مات صل معايا حد,3,2025-07-01 20:50:00
اسامه حسن بكري,جميل,5,2025-07-01 20:40:23
Abo Abam,كويسه جدا جدا,4,2025-07-01 20:36:22
yosframos,جيد,5,2025-07-01 20:18:12
Soliman Dawod,ممتازة,5,2025-07-01 19:15:01
AboHamze,ممتاز,5,2025-07-01 19:05:53
Ahmed Titanic,جيد جدا,5,2025-07-01 18:16:04
التنين العركي,خدمة ممتازة جدا,5,2025-07-01 17:27:43
عمر يحيياكتبيليطريقةلسيم,ممتاز,5,2025-07-01 17:21:14
حمدى عباده,ممتاز,5,2025-07-01 16:50:46
خالد اليهري,اول مره اجربه بصراحه ممتاز جدا,5,2025-07-01 16:40:42
Abdellahi Jdoud,ممتاز,5,2025-07-01 16:16:40
فتحي ركابي,ممتاز,5,2025-07-01 16:11:02
nada Samman,رائع,5,2025-07-01 16:09:19
ايه سيد,روعه,5,2025-07-01 15:59:13
Tarek Abdo,كابتن أوبر اسمه محمد سعيد محترم جدا وزوق فى التعامل ومتعاون,5,2025-07-01 15:47:22
حسن رمضان البحيري,ممتاز جدا,5,2025-07-01 15:12:00
سعد عبدالجواد,شركه محترمه وسائقين محترمين,5,2025-07-01 15:11:39
محمد جميل,ممتاز,4,2025-07-01 15:01:51
zena Alsaleh,افضل تطبيق انا بطلب تكسي اصفر خدمه ممتازه وأئمن من سيارات الخصوصي,5,2025-07-01 14:58:27
Zezo Zezo,في البداية كان التطبيق كويس جدا وغاية ف الروعة واسعار حلوة بس للاسف شركة اوبر غير عادلة تماما وتتعامل مع المشاكل بشكل سلبي جدا جدا وتم إيقاف حسابي بسبب شكوي قدمها أحد السواقين الغير محترمين بالمرة والي كان هو الي غلطان من البداية لانه كان عايز ينزلني ف مكان قبل اللوكيشن الي موجود قدامه ف التطبيق وانا كان معايا مراتي الي لسه والدة ملهاش اسبوع وابني الي طبعا عمره اسبوع غير أن كان معايا شنطتين ف اعتذرت له بكل احترام ف قرر يقدم الشكوي بأسلوب انتقامي وللاسف شركة اوبر قفلت حسابي نهائي تصديقا لكلامه,1,2025-07-01 14:34:56
Bejad,أسوء خدمة عملاء على الإطلاق ، حصلت في أحد المشاوير ، ولم يتم حلها ؟؟!!,1,2025-07-01 14:28:33
محمد امين,تمم,5,2025-07-01 14:12:33
سبحان الله الحمدلله,عروض قليلة جيني افضل ومرات كثير يزيدو علي السعر بعد ما اخلص المشوار,1,2025-07-01 14:08:41
حبيبه ناصر,جميل,5,2025-07-01 14:08:26
Yousf Mohamed,من أفضل التطبيقات في مصر,5,2025-07-01 13:44:34
Ibrahim Rajab,جيد,3,2025-07-01 13:38:31
Malk Kamal,للأسف بقاله فترة مش عارفة أستخدمه خالص و ويخرج من التطبيق حذفته و حملته تانى نفس المشكلة,1,2025-07-01 13:03:29
Osama Jaber,جيد,5,2025-07-01 13:01:43
Zeyad Alqaisi,gut,5,2025-07-01 12:24:47
OSman Al-Awadhi,رائعا,5,2025-07-01 12:04:12
NASSER ALNMSHAN,جيد بتفوق,5,2025-07-01 11:58:48
adam yousief,ممتاز جدا,5,2025-07-01 11:32:41
عبدالله الخضر حسن الخضر,تجربة ممتازة، انا راضي كل الرضى عن التجربة,5,2025-07-01 11:30:55
Loai Lool,رائعة,5,2025-07-01 11:20:07
عبدالله عبدالحميد,مره حلوه,5,2025-07-01 11:04:59
Ali Ali,ممتاز,5,2025-07-01 10:38:40
am sh,تطبيق جيد,3,2025-07-01 10:26:47
Hamo Kanarye,ناس محترمه,5,2025-07-01 10:08:19
Ahmed Magdy,شكرا,5,2025-07-01 09:43:54
Heba Saber,برنامج ممتاز وسائقين محترمين وسيارات نظيفه ومواعيد مظبوطه,5,2025-07-01 09:29:14
mustafa Osman,تجربة رائعة شكرا uber,5,2025-07-01 09:10:17
Hany Selim,ممتازة,5,2025-07-01 08:46:21
حسين علي,جميلة,5,2025-07-01 08:44:27
Mustapha Ben addi,إخترت خدمة uber share وظهر لي في البداية 7 ريال قطري و لما وصلنا أظهر أنه يجب أن أدفع 28 ريال,1,2025-07-01 08:33:58
abdallah Aadel,ساءق انثي كما في الاحترام مشاء الله تجربه محترمه,5,2025-07-01 08:28:17
Haitham Saber,مريحه,5,2025-07-01 07:59:57
عبد الوهاب المنذري,رائعة,5,2025-07-01 06:48:28
Hussein M Heragy,سهل و مريح,5,2025-07-01 06:40:59
Ahmed Shaegi,جيد,5,2025-07-01 06:13:41
محمد رشدى,ممتاز,5,2025-07-01 05:31:32
محمد حمود الحذيفي,تطبيق حرامي انصحكم لا تنزل هاذا التطبيق وداني مشوار وما مشاني علئ الكيشن. ونزلني غير الموقع الي طلبته وجالس لوي المدينه طلعت الفاتوره 95 ريال سعودي رجعت الغيت المشوار ولا كان بيواصل فانتبهو يخرج عن الكيشن.,1,2025-07-01 05:01:19
Ahmad Alayadeh,ممتاز,5,2025-07-01 04:02:51
Awad Yousseif,ممتاز لكن أتمنى المرات القادمه تتم محاسبتي بنفس المبلغ اللي بحجز بيه.... ماادري ايش السبب احجز بمبلغ ولم اوصل الاقي مبلغ زياده.... شكرا,5,2025-07-01 00:14:56
Osama Al_tahrawi,تجربة جميلة واسعار منافسة,5,2025-07-01 00:05:00
مصطفى اليمني,تجربه جدا روعه وتكلفه بسيطه وسريعه,5,2025-07-01 00:02:21
عمرخالد الجحدري,ررايع,5,2025-06-30 23:02:44
Mohamed Rady,ممتاز,5,2025-06-30 22:29:55
عمرو عمران,ممتاز,5,2025-06-30 22:04:51
Mohsen AboAmera,مميزه,5,2025-06-30 21:45:06
Mohameed Ashraf,جامد اوي,5,2025-06-30 21:34:23
Hady,رائعة للغاية,5,2025-06-30 21:14:04
عياش الهلالي,حلو,1,2025-06-30 20:47:39
Sally Hussien,رائعه,5,2025-06-30 19:35:32
Ahmed Ibrahim,ممتاز,5,2025-06-30 19:34:45
Hany Hany Hasab-allh,مريح,5,2025-06-30 19:33:52
علي الله حكايتناا,كابتن ذوق راقي و محترم شكرا جدا,5,2025-06-30 19:31:07
Ayman Hassaan,ممتاز,5,2025-06-30 19:29:00
عمرو ابو يارا,سائق محترم ورحلة سهله,5,2025-06-30 18:53:19
نعمات عبدالبصير,ممتازه وشكرآ لكم,5,2025-06-30 18:37:19
Abdo Mohamed,جيده,5,2025-06-30 18:28:01
Mohamed Medhat,ممتازة,5,2025-06-30 18:23:13
فهد,ممتاااااااااااز جدااااالا👍,5,2025-06-30 18:12:58
يوسف الشريف,ممتاز جدا,5,2025-06-30 18:10:22
AHMAD MAHMAD,ممتازة,5,2025-06-30 17:56:14
سامي فطيس,راااائع جدا جدا,5,2025-06-30 17:50:54
ElSayed Abdelrazek,ممتاز,5,2025-06-30 17:35:14
عبدالملك الفقيه,افضل سعر من بين كل التطبيقات صراحه,5,2025-06-30 16:55:34
hema elshaer,تطبيق رائع,5,2025-06-30 16:39:11
Anwar Ahmed,بعض السائقين يلغوا المشوار ويغرموني انا ومعرفش اوصلة هو او الشركة,1,2025-06-30 16:37:03
Ahmed Gana,ممتازه,1,2025-06-30 16:24:58
Mostafa Salem,فوق الرائعة احسن من اندرايف اللي مخلي السواق مش عاجبة اي مبلغ و عاوز تسعيره ع دماغه,5,2025-06-30 15:47:50
Saeed Elhgdry,خدمه ممتازه جدا,5,2025-06-30 15:15:40
Asmaa abdalgany,ممتاز,5,2025-06-30 14:34:04
Malak Saady,تطبيق سيئ وبيسرق فلوس الركاب والكباتن,1,2025-06-30 14:15:51
Fjdn Dnnd,ممتاز,5,2025-06-30 13:42:56
شكري الهتار,حلو,5,2025-06-30 13:38:00
عدنان عدنان,ماشاء الله احترام ونضافة عالية الجودة,5,2025-06-30 13:27:45
Mohsen Qandeel,ممتاز سائق ممتازه جدا,5,2025-06-30 13:12:09
Lila Abdo,حلو جدا,5,2025-06-30 13:02:21
معين الجماعي,افضل برنامج,5,2025-06-30 11:59:38
محمد الغرباوي,كويسين,5,2025-06-30 11:53:50
محمد عادل,بيديني سعر وبجي اوصل بيديني سعر اعلا بكتير,2,2025-06-30 11:34:20
akram karbooj,beautiful,5,2025-06-30 09:42:18
ابوبكر محمد,ممتاز,5,2025-06-30 09:34:42
Ahmed A-sharif,تطبيق ممتاز🥰,5,2025-06-30 09:15:50
Mohamed Elnahas,جيد,5,2025-06-30 09:04:13
maher kamal,رائعه,5,2025-06-30 09:00:43
momen memo,ممتازه,5,2025-06-30 08:56:18
خالد,ممتاز,5,2025-06-30 08:54:43
moaz boody,افضل برنامج,5,2025-06-30 08:42:07
بسام صديق,ممتاز,5,2025-06-30 08:25:04
Mohamed Sayed,ابلكيشن ممتاز جدا,5,2025-06-30 07:56:40
Majde Hashem,جيده,5,2025-06-30 07:51:46
Eiman Sami,تطبيق ممتاز أنصح باستخدامه,5,2025-06-30 07:47:52
سعد الخزمري,جميع مشاويري مع اوبر مميزة,5,2025-06-30 07:32:24
Mohamed Salah Salah,ممتازة,5,2025-06-30 07:01:23
Nasr Nasr,روووعه,5,2025-06-30 06:49:56
Yousef Nady,التطبيق بسفير الأماكن علي مزاجة أو فيه خطاء فني ودفعت مصاريف زيادة جدا النهاردة حسبي الله ونعم الوكيل,1,2025-06-30 06:49:10
Radwa Khaled,خدمه فوق عن ممتازه المهم الاستمرار بنفس الكفاءة,5,2025-06-30 06:25:20
Abu Amrh,تجربة ممتازة,4,2025-06-30 06:18:07
Ahmed,رائع,5,2025-06-30 05:55:29
بوسى المغربي,جميل,4,2025-06-30 05:51:16
Sayed Mohamed,ممتاز جدا,4,2025-06-30 04:42:16
بيبو سنويي,لم يأتي الكابتن وبتفرضو علينا فلوس هو واقف في مكانو لم يتحرك,1,2025-06-30 04:12:19
عبدالرحمن عبدالله,ممتاذ,5,2025-06-30 02:41:14
Asem Omar,جيدة,1,2025-06-30 01:38:23
Abubaker,ممتاز,5,2025-06-30 00:53:05
Mohammmed yahya AL-salahi,يستاهل الخمس نجمات,5,2025-06-30 00:38:42
Ahmed Mohamed,ممتاز,5,2025-06-30 00:33:05
احمد محمد ابو نصر,تجربه قيمه وأخلاقه كويسه وكبتن محطرم,5,2025-06-30 00:03:22
أحمد مير,ناااايس,5,2025-06-29 23:32:08
a,تطبيق جدا ً رائع وكل من قابلتهم سائقي اوبر رائعين في تعاملهم واخلاقهم العالية ويفرض اوبر اسعاره الممتازه 👍👍✅,5,2025-06-29 23:18:08
أحمد بوشيحه,ممتازة,5,2025-06-29 22:54:01
مصطفى بدوي,جميل ❤,5,2025-06-29 22:23:30
ال الشيبه,مره ممتاز يعطيكم العافيه يارب,5,2025-06-29 22:23:13
g,تطبيق رااائع,5,2025-06-29 22:13:26
Metwally Adel,❤️❤️,5,2025-06-29 22:05:56
Engy Abdelsamea,جيده,1,2025-06-29 21:11:18
Toty Alsayed,جامد بصراحه,5,2025-06-29 20:40:39
Mohamed,أسعار أوبر باص مرتفعة جدآ . للأسف الكباتن أغلبيتهم مشغولين بالتليفون وهم في الرحلة وطبعا مواعيدهم في الحضور غير مظبوطه متأخرين دائما والمواعيد في رمضان بدري جدا ولايوجد خط من المقطم حتى شارع التسعين الشمالي المتاح للأسف للتسعين الجنوبي فقط فبقترح على حضارتكم عمل خط للتجمع الخامس يوصل للتسعين الشمالي من أوله . للأسف بالأمس ركبت مع سواق سيارة من عند النادي الأهلي إلى الهضبة الوسطى لم يكن جهاز التكييف شغال أكتر الكباتن بتوفر وترشد تشغيل التكييف وعملت شكوى ولا أي أحد يجيب عليك او يعبرك برنامج فاشل .,1,2025-06-29 20:18:53
سعديه مسعود,جميل,5,2025-06-29 19:59:51
محمد عاطف محمد عاطف,Excellent,5,2025-06-29 19:55:10
hussein sharif,"Excellente candidature, vous vous sentez parfaitement à l'aise. Merci beaucoup.",5,2025-06-29 19:14:41
Samy Alaa,برنامج جيد جدا,5,2025-06-29 19:03:24
Basnt Ali,ممتاز جداً,5,2025-06-29 17:55:55
محمد علي أسعد,جميل جداً,5,2025-06-29 17:48:01
Abbas abdalmonem Abbas,خدمة ممتازة جدا,5,2025-06-29 17:35:14
Radwa Samir,مدة الانتظار كبيرة جدااا تصل لساعات وطرق الدفع بتنحصر اوقات كتير فى الدفع بالفيزا وليس نقدى,1,2025-06-29 17:29:03
عرفه علي أبو علي,جميل,5,2025-06-29 17:26:19
مجدى سيد,خدمه ممتازه,5,2025-06-29 17:14:27
Alaaeldien Osman,تجربة جميلة جدا,5,2025-06-29 17:11:31
Syhtoas 124,اسوء تطبيق نقل زكي واوسخ خدمه عملاء,1,2025-06-29 16:40:26
Aml Mohamed,ممتاز,5,2025-06-29 16:37:04
asmhanmohmmed alsdeg,مريح وأمن وسريع ماشاءالله,5,2025-06-29 16:32:44
Hheshaa hheshaa,ممتازه,5,2025-06-29 16:18:25
Nafisa Mohammed,تطبيق مميز جداً ،لكن الرجاء الطلب من جميع السائقين تشغيل مكيف الهواء في كا رحله,5,2025-06-29 15:22:43
عمرو رمضان احمد,تجربه ممتازه وساءقين محترمين وسيارات ممتازه,5,2025-06-29 15:00:08
حماده الطيب,متميز,5,2025-06-29 14:39:43
محمد جمعه,ممتاز,5,2025-06-29 14:29:05
محمد حواش,جميله,5,2025-06-29 14:02:15
فضيل محمد صالح,لماذا أخذت مني أكثر من ،،38,1,2025-06-29 13:12:42
mira mika,جيد,5,2025-06-29 13:04:37
Mourad Mourad Wagih,ممتاز,5,2025-06-29 12:40:24
Heba Akram,ممتاز وخصومات هائلة ومستمرة,5,2025-06-29 12:34:10
Ahmed Abd Elmohsen,السوق لم يعجب ب المشوار يروح يكنسل ومش عارف الاسعار مش مظبوطه اواقات كتير ومفيش اى اهتمام ب العمله ويكون فى متابعه فى السوق اللذي يكون موجود فى هذا الابلكيشن,3,2025-06-29 12:22:16
Mohamed Shousha,ممتاز جدا,5,2025-06-29 12:15:12
هادي مرعي,برنامج رائع جدا,5,2025-06-29 12:05:35
AbdelFattah Mohammed,أوبر في هبوط قوي مقارنه ب الشركات المنافسه تأخر في البحث عن السائقين التطبيق نفسه صاير يهنج و يعلق كثير اتمنى من شركه أوبر تراجع نفسها و تحسن من نفسها مقارنة بالشركات المنافسه,1,2025-06-29 11:43:21
ابراهيم الكدهي,ممتاز,5,2025-06-29 11:37:11
محمد بن جَدُّه,ممتازة,5,2025-06-29 11:34:24
sara abdo,تطبيق رائع,5,2025-06-29 11:22:12
Malik Tebii,لا يعمل التطبيق على هادفي ارجو حل المشكله,1,2025-06-29 11:05:14
محمد عبد القادر,خدمة ممتازة,5,2025-06-29 10:46:57
Khaled Mohamed,سواقين حراميه بالكامل,1,2025-06-29 10:41:46
abdulkreem issa,الأفضل,5,2025-06-29 10:29:21
Rana Fahme,جيد,5,2025-06-29 10:09:04
SOMA GHARAWI,اول مره استخدمه وكان السائق محترم والسياره نظيفه والمكيف بارد وما فيها ريحة دخان,5,2025-06-29 09:30:26
Ibrahim Own,جيدا,5,2025-06-29 08:37:48
Eyad Eyad,اكثر من رائع,5,2025-06-29 08:24:12
Loool Nan,جدا رائع,5,2025-06-29 08:05:57
Farid Ghattas,كانت الرحلة مريحة .. ولكن انتظرت كثيرا على التطبيق حتى وصول السيارة,3,2025-06-29 07:50:48
Hadeer Elramly,نجمه قليلة على عدم مهنية الكابتن وتجاهل خدمه العملاء وانعدام الامان بالرحله,1,2025-06-29 07:38:15
محمد عبدالعزيز,مشواري كان أقل من 5كيلومتر عندما طلبت اوبر. كان المبلغ 12ريال فلما وصلت وجهتي تم أخذ 25 ريال بدال 12ريال انتم لصوص ام ماذا!!!!,1,2025-06-29 07:23:00
مستخدم Google,تجربتي مع التطبيق و خدمة العملاء و استرجاع المفقودات سيئة بشكل مريع واستهتار و التحجج بسياسة الخصوصية لاستكمال مسلسل الإهمال في حق العملاء و تم رفض ايصالي بالكابتن أو ارجاع المفقودات داخل سيارتهم و خدمة العملاء ابلغوني بإبلاغ اقرب قسم شرطة بكل استهتار و انتهاء سياسة الامان بالتطبيق و احذر اي مستخدم بمراجعة متعلقاته قبل إنهاء الرحلة لانعدام الاسترجاع مرة اخري,1,2025-06-29 07:17:15
Mohamed Fathy,كويس,5,2025-06-29 06:50:04
Amjad Barqawi,ممتاز,5,2025-06-29 06:06:43
Hossam Ahmed,رائع,5,2025-06-29 04:38:21
محمد عبدالحميد,كويسة لكن بتكون التكلفة أعلى بعض الشيء,5,2025-06-29 04:20:03
Ali Hassan,جيد جدا,5,2025-06-29 04:16:42
Thabet Ghanem,احسن خدمه في مصر وهذا مايريده المجتمع,5,2025-06-29 03:38:28
مولانا أبوهيبة,ممتازة,5,2025-06-29 02:54:55
Fares Mohmed el hady,تطبيق رائع وممتاز جدا,5,2025-06-29 01:55:45
أحمد إسماعيل,ممتاز,5,2025-06-29 01:27:16
Ahmed Samy,الطيار ممتاز,5,2025-06-29 00:13:19
Mona Gamal,جيدا,4,2025-06-28 23:45:02
Nemo Ahmed,برنامج ممتاز,5,2025-06-28 23:16:04
Mohamed Magdy,اوبر لحد الان أفضل خدمة وأفضل كباتن بس ناقصها يكون في تواصل مباشر لخدمة العملاء دا مش موجود,5,2025-06-28 22:49:51
طارق محمد,ممتاز جدا جدا جدا,5,2025-06-28 22:18:49
أبو محمد الغيداني,اوبر الآن فاشل كنت ابحث عن سائق وكان بالقرب مني ٣ سائقين ويقوم البرنامج بالبحث لمدة ٤٥ دقيقة وخلال الوقت هذا السائقين يختفون تدريجيا وبالأخير يقول لايوجد مع العلم اني دفعت المبلغ مقدما وتم سحبه وعند إلغائي للرحلة بعد انتظار ٤٥دقيقة لم يرجع المبلغ وسوف أطالب به وسوف أنشر هذا الخبر في كافة وسائل التواصل الإجتماعي,1,2025-06-28 22:12:11
Eslam Argawy,ممتاذ,5,2025-06-28 21:43:38
hqeqeTV,جميل,5,2025-06-28 21:29:04
Madhet Mohsen,ممتاز,5,2025-06-28 20:49:13
Anos noir Qnhg,جيد جدا,1,2025-06-28 20:15:45
Kareem Family,تجربه رائعه,5,2025-06-28 19:49:06
rabe 4321sdfghzxcrabe,عمليه ومنجزا للوقت,5,2025-06-28 19:41:57
سلمي رمضان,ممتازه,5,2025-06-28 19:40:20
Rana Ashour,سائق ممتاز,5,2025-06-28 19:30:36
Fares Ffg,كانت جيدة,5,2025-06-28 19:10:54
Marwa Hana,ممتاز,5,2025-06-28 19:03:56
Mohamed Abdallah,برنامح محترم,3,2025-06-28 19:00:45
محمد محمود,ممتازة,5,2025-06-28 18:52:49
Lara Ehab,ممتاز,5,2025-06-28 17:45:43
Jody Amr,كويس,5,2025-06-28 17:44:50
Crazy Medo,ممتاز جدا جدا,5,2025-06-28 17:17:57
عمر توبه,برنامج جميل جداً في تعمول,2,2025-06-28 17:17:38
waleed aldezl,ممتاز,5,2025-06-28 17:09:47
Khldoon Alwan,ممتااااز,5,2025-06-28 16:07:47
حسن الشيخ,محترم جدا جدا,5,2025-06-28 15:44:39
Tasneem Marey,رائعه,4,2025-06-28 15:43:29
Mahmoud Elserif,ممتاز,5,2025-06-28 15:41:13
Rania Nasr,ممتاز,5,2025-06-28 15:07:59
Moayad Abd,ممناز جدا,5,2025-06-28 14:55:09
Mazzika Mazzika,جميل جداً والله العظيم,5,2025-06-28 14:37:31
Victoria Mnasrah,ممتازة,5,2025-06-28 14:22:21
Mohamed Sobhy,افضل تطبيق موصلات في مصر ❤️❤️,5,2025-06-28 13:59:19
AMRO DIAA EL DEEN,كابتن رامز الف شكر لحضرتك علي احترامك وذوؤقك,5,2025-06-28 13:47:15
Dut Ayuel,جميل,5,2025-06-28 13:38:54
Riyad Mosleh,سياره زباله بدون تكييف,1,2025-06-28 13:16:44
ديشا المشاكس,ممتاز,5,2025-06-28 12:49:00
Fahad Mohammed,ممتازه,5,2025-06-28 12:39:58
ابو طارق باعلوي,ممتاز,4,2025-06-28 12:18:26
مكتب معالي الشيخ فيصل الحمود الصباح,مكلف احيانا ،وخصوصا عندما يغير السائق طريق الرحلة لمسافة ابعد,3,2025-06-28 12:13:52
amr altokhi,Good,5,2025-06-28 12:08:35
Soha Mohamed,ممتاز,5,2025-06-28 11:59:11
Mohammed ABOSIN,السواقين اصبحو سيئين واذا حاسبت بالفيزا يسحب عليك لا تمشي المشوار ولا تسترجع قروشك وتشتكي لا يتم الرد على الشكوى,1,2025-06-28 11:54:51
mahmoud tantawi,التطبيق حاليا هو الافضل من حيث الخدمه إلا أن هناك سلبيه واحده من بعض السائقين وهى رفض استخدام الفيزا فى السداد والسبيه الثانيه هة التأخر فى العثور على سائق مع تسليم بحالة الزحام فى بعض الأوقات. عموما انا حاليا رغم السلبيات لا استخدم سوى اوبر,4,2025-06-28 11:27:16
الجوهري للترفيه,ممتازة,5,2025-06-28 10:55:13
ابو فهد,ليس هناك مشكله من السايقين هناك مشكله في التطبيق ارتفاع الاسعار يجعلك تنتضر ٢٠ دقيقه وبعدين يقلك لا يوجد ساءقين اطلب مره اخراء في تلك الحضه يتغير الاسعار ما عندكم مصداقيه,1,2025-06-28 10:47:09
اشرف ايليا,تطبيق جميل ومنظم,5,2025-06-28 09:56:00
Obey Elsammani,v.good,5,2025-06-28 09:52:22
Arwa Ayman,جيدة,5,2025-06-28 09:33:41
محمد عبد العزيز,حلو وجدا سريع التوصيل الله يبارك بهم,5,2025-06-28 09:30:34
Atef Mohammed,ممتاز,5,2025-06-28 09:10:36
Ali Elg3fry,ممتاز جداً,5,2025-06-28 08:37:43
عبد الحكيم ابو بكر,ممتاز جدا,5,2025-06-28 08:31:56
Alaa Said,ممتاز جدا,5,2025-06-28 08:28:41
هاله فوزي,ممتازة,5,2025-06-28 08:04:05
Yasuo Alhotih,فاجر,5,2025-06-28 07:52:55
مزمل أحمد دردس,جميل,5,2025-06-28 07:45:29
اهلا وسهلا,سهل ومريح,5,2025-06-28 07:17:39
Adel Ali,جميلة جدا,5,2025-06-28 07:03:07
Dalal Yaseen,رائعة جدآ,5,2025-06-28 07:01:42
كريم الاسلت,اجمل مليون مره من التاكسي,5,2025-06-28 06:48:35
وائل صلاح,ممتازه,5,2025-06-28 06:41:07
Noor aeln,افضل تطبيق,5,2025-06-28 06:19:14
احمد درويش,ما شاء الله ممتاز,5,2025-06-28 05:32:28
Sead Ipp,not good,1,2025-06-28 05:31:56
ابراهيم طارق,ممتاز,5,2025-06-28 04:49:42
Almuthana Saeed,very good,5,2025-06-28 04:26:02
ابو رند ابورعد,ممتاز جدا جدا جدا جدا,5,2025-06-28 01:36:43
بسام حمود,ممتاز,5,2025-06-28 01:29:16
احمد رمضان,ممتازه و سواق محترم و ابلكيشن ممتاز موفقين جميعا انشاء الله,5,2025-06-28 01:07:14
Ahmed Hassan,جيد حقا,5,2025-06-28 00:48:31
mo noor,goood,5,2025-06-27 23:41:56
MRHassan Hussein,كيف يكون المشوار فى البداية ب ١٣١ جنيه وعند الوصول إلى المشوار يكون ١٩٥ جنيه كيف,2,2025-06-27 22:47:18
