userName,content,score,at,sentiment,clean_text
Mohamed Gamil Shalaan,أوبر شركة محترمة جدا ربنا يكرم القائمين عليها تحياتى ليكم جميعا & عميل أوبر الدائم محمد جميل / السﻻم عليكم فى مشكلة عندى عملت سوفت للموبيل طبعا مسح كل التطبيقات حملت أوبر بنفس اﻷسم ونفس الرقم عمل حساب جديد مش عارف ليه وكان في المحفظة 33 جنيه مصرى لما سطبت برنامج أوبر مرة تانية الفلوس لم تظهر أرجو الأفادة والرد سريعا,5,2025-07-17 18:29:17,positive,اوبر شركه محترمه جدا ربنا يكرم القائمين عليها تحياتي ليكم جميعا عميل اوبر الدائم محمد جميل الس عليكم مشكله عندي عملت سوفت للموبيل طبعا مسح التطبيقات حملت اوبر بنفس سم ونفس الرقم عمل حساب جديد مش عارف ليه وكان المحفظه مصري سطبت اوبر مره تانيه الفلوس تظهر ارجو الافاده والرد سريعا
Ahmed KSA,شكرا,5,2025-07-17 18:27:39,positive,شكرا
Hossam Kamel,جيد جداا,4,2025-07-17 17:56:10,positive,جيد جداا
محمود البطران,ممتاز,5,2025-07-17 17:16:34,positive,ممتاز
Hazem Ahmed,برنامج اوبر اصبح سيئ الاسعار المرتفعه جدا طول الوقت الكبير ولا يوجد سائقين عدد السائقين قليلا والخدمات مشغوله كثيرا تطبيق مضيعه للوقت,1,2025-07-17 17:08:23,negative,اوبر اصبح سيئ الاسعار المرتفعه جدا طول الوقت الكبير يوجد سائقين عدد السائقين قليلا والخدمات مشغوله مضيعه للوقت
أدريس أحمد طاهر,ممتاز,5,2025-07-17 16:57:54,positive,ممتاز
Mohamed,ممتازه,5,2025-07-17 16:38:38,positive,ممتازه
جمال محمد,ممتاز جدا,5,2025-07-17 16:08:47,positive,ممتاز جدا
Abomalk Helmy,جيد,5,2025-07-17 16:07:47,positive,جيد
Fahad Hanahneh,ممتاز,5,2025-07-17 15:14:50,positive,ممتاز
اتعلم ببساطة مع محمد عبد الحميد,جميله جدا,5,2025-07-17 15:13:25,positive,جميله جدا
Mohamed Ahmed,ممتازه,5,2025-07-17 14:54:03,positive,ممتازه
Mostafa Mahmoud,ممتاز,5,2025-07-17 14:42:00,positive,ممتاز
محمد فهد الحمزي,افضل تطبيق توصيل سريع جدا وسيارات نظيفه وسائقين محترفين,5,2025-07-17 14:38:34,positive,افضل توصيل سريع جدا وسيارات نظيفه وسائقين محترفين
Ahmed Ahmed,رايع,5,2025-07-17 14:26:29,positive,رايع
Abdelrhaman Khailed,جيد جداً,5,2025-07-17 14:25:21,positive,جيد جدا
Smd1989 Ab,جميل البرنامج والاستجابة جيدة والسيارات كويسه وشكرا لهم,5,2025-07-17 14:22:19,positive,جميل البرنامج والاستجابه جيده والسيارات كويسه وشكرا
mostafa mohamed,ممتاز,5,2025-07-17 14:17:04,positive,ممتاز
تركي التركي,شكرا,5,2025-07-17 14:06:53,positive,شكرا
Abobkr Alsggaf,ما شاء الله اغلب السائقين محترمين مره,5,2025-07-17 14:04:22,positive,شاء الله اغلب السائقين محترمين مره
Mohamed Noshy,روعة ماشاء الله,5,2025-07-17 13:32:25,positive,روعه ماشاء الله
ابراهيم طارق,ناس زى الفل,1,2025-07-17 12:52:11,negative,ناس زي الفل
كارم مكرم,عايز اروح مشوار,1,2025-07-17 12:48:44,negative,عايز اروح مشوار
بوسى عبد الرحمن,ممتاز,5,2025-07-17 12:00:08,positive,ممتاز
Awad. Alsulami.,very nice,5,2025-07-17 11:52:25,positive,
Mohamed Ismail,ممتاز,5,2025-07-17 11:50:26,positive,ممتاز
Mohamed Hamed,أصبح تطبيق أوبر بطي إلى حد ما بجد صعوبة في وصول السياره,1,2025-07-17 11:38:38,negative,اصبح اوبر بطي الي حد بجد صعوبه وصول السياره
Ahmed Hamdy,وقت الانتظار المخصص لتعين كابتن طوييل جدا,2,2025-07-17 10:22:41,negative,وقت الانتظار المخصص لتعين كابتن طوييل جدا
التوحيد عقيدة,احلى توفير,5,2025-07-17 10:19:32,positive,احلي توفير
Amin Farahat,تطبيق ممتاز الناس اللي شغالة فيه ناس محترمة جدااااا,5,2025-07-17 10:07:38,positive,ممتاز الناس اللي شغاله ناس محترمه جدااااا
sameh ali yosef,تطبيق رائع والسائق فى منتهي الاحترام,5,2025-07-17 08:57:49,positive,رائع والسائق منتهي الاحترام
Mohamed Abdelnaby,تطبيق فاشل جداا,1,2025-07-17 08:26:35,negative,فاشل جداا
الديب المطيري,ممتاز جدا وسائقين علي مستوى راقي من الأخلاق ويجيك بسرعه وين ماتكون,5,2025-07-17 08:26:17,positive,ممتاز جدا وسائقين مستوي راقي الاخلاق ويجيك بسرعه وين ماتكون
هدي عيسي,رحلة موفقة,5,2025-07-17 07:57:29,positive,رحله موفقه
Bosi Hamdi,ممتازه,5,2025-07-17 06:59:01,positive,ممتازه
عهود عسيري,حلو,5,2025-07-17 06:44:31,positive,حلو
Mohamed Karam,محترم,5,2025-07-17 06:42:41,positive,محترم
ايمن,افضل تطبيق أوبر انصح الجميع بتحميلةةةة❤️,5,2025-07-17 05:58:15,positive,افضل اوبر انصح الجميع بتحميلهههه
ام الاولاد,ربنا يبارك فيكم,5,2025-07-17 05:48:26,positive,ربنا يبارك فيكم
Mohamed,Good,5,2025-07-17 05:27:46,positive,
Yoyo Hassan,ممتاز,5,2025-07-17 04:44:16,positive,ممتاز
يوسف القط,❤,5,2025-07-17 03:14:44,positive,
fawaz alamar,قووووه,5,2025-07-16 23:17:54,positive,قووووه
Picasoobarbershop,ممتاز,5,2025-07-16 23:15:36,positive,ممتاز
بكر الجمل,مريح وسهل ومنجز واوفر,1,2025-07-16 23:08:11,negative,مريح وسهل ومنجز واوفر
مهرجانات كل جديد,ممتاز,5,2025-07-16 22:54:16,positive,ممتاز
noor alswaiti,كويس جدا ممتاز جدا بس في مشكله وحدها ما في تحديد المواقع,3,2025-07-16 21:51:42,neutral,كويس جدا ممتاز جدا مشكله وحدها تحديد المواقع
jamal Almustafa,برنامج جميل وسريع,5,2025-07-16 21:39:12,positive,جميل وسريع
abdelmalek zizo,جميل,5,2025-07-16 21:35:43,positive,جميل
Ahmed Ibrahim,اقوم بالطلب أكثر من مره عشان اروح وجهتي، ورفض اغلب السائقين المشوار بالرغم من انهم بجواري لاسف خدمه سيئه جدا في التعامل,1,2025-07-16 21:07:51,negative,اقوم بالطلب اكثر مره عشان اروح وجهتي، ورفض اغلب السائقين المشوار بالرغم انهم بجواري لاسف خدمه سيئه جدا التعامل
apoyossif hamzah,ممتاز بارك الله فيه,5,2025-07-16 20:53:17,positive,ممتاز بارك الله
فيصل بن سليمان,لا انصح فيه غالي جدا يسحب مبلغ المشوار مباشرة ويسحب زيادة بعدين وبعدين يرد لك مبلغ ثاني ويخليك بحيره من امرك وتقعد تراجع حساباتك و العمليات ليش التعب هذا كله ؟ ويطلب اكرامية للسائق ويسحب مبالغ زيادة عليك لو كنسلت طلب من بدايته التطبيقات الأخرى أفضل و أرخص وعندهم وضوح,1,2025-07-16 20:52:50,negative,انصح غالي جدا يسحب مبلغ المشوار مباشره ويسحب زياده بعدين وبعدين يرد مبلغ ويخليك بحيره امرك وتقعد تراجع حساباتك العمليات ليش التعب كله ؟ ويطلب اكراميه للسائق ويسحب مبالغ زياده كنسلت بدايته التطبيقات الاخري افضل ارخص وعندهم وضوح
Dode Ahmed,جميل,5,2025-07-16 20:12:24,positive,جميل
Ahmed Elgafary,ممتازه,5,2025-07-16 19:30:24,positive,ممتازه
فايزة العوفي,خدمه ممتازه,5,2025-07-16 18:50:40,positive,خدمه ممتازه
Eslam Abd elhameed,سواق اوبرا محترم وأسلوبه زوق جدا تطبيق ممتاز,5,2025-07-16 18:33:25,positive,سواق اوبرا محترم واسلوبه زوق جدا ممتاز
Alaa Al- Din Ali,بقي خرااااااا,1,2025-07-16 17:08:56,negative,بقي خرااااااا
اكشنر جديد New Actioner,ممتاز,5,2025-07-16 17:07:13,positive,ممتاز
Sdra Aporiah,ممتاز,5,2025-07-16 16:49:56,positive,ممتاز
Abo Youssef,تجربة رائعه والسائق مره ذوق ومحترم,5,2025-07-16 15:26:46,positive,تجربه رائعه والسائق مره ذوق ومحترم
Sara Sara,perfect,5,2025-07-16 15:16:13,positive,
Basma Ahmed,تمام كويس,5,2025-07-16 15:02:40,positive,تمام كويس
Ghadeer,خدمة ممتازه,5,2025-07-16 14:35:19,positive,خدمه ممتازه
حماده حمدي,جميل,5,2025-07-16 14:16:04,positive,جميل
Hamad Ibrahim,التطبيق مو مثل اول لما ابي احجز وابي احدد موقع انطلاق الرحلة يتحدث ويرجع نفس موقعي طيب ابي احدد موقع اخر ليه يسوي كذا,1,2025-07-16 14:04:11,negative,التطبيق مو اول ابي احجز وابي احدد موقع انطلاق الرحله يتحدث ويرجع موقعي طيب ابي احدد موقع اخر ليه يسوي
حسان الصفدي,أستغرب طريقتكم في تسجيل بدل إلغاء مشوار، التطبيق أشار إلى أن الكابتن على بعد أربع دقائق، وبعد انتظار دقيقتين لم تنقص الأربع دقائق، وبقيت المسافة كما هي، بل زادت إلى سبع دقائق، فقمت بإلغاء المشوار، فلماذا يتم تسجيل مبلغ (١.٥٠٠) دينار؟. حاولت كثيرا الكتابة لكم في التطبيق، لكني للأسف لم أتمكن، كما لا يوجد رقم هاتف للتواصل معكم. حاولت البحث في التطبيق عن شروط فرض بدل إلغاء المشوار فلم أجدها. إنكم بمثل هذه الإجراءات تدفعون عملاءكم للتعامل مع تطبيقات أخرى. مع الشكر لتفهمكم.,3,2025-07-16 13:47:44,neutral,استغرب طريقتكم تسجيل بدل الغاء مشوار، التطبيق اشار الي ان الكابتن اربع دقائق، وبعد انتظار دقيقتين تنقص الاربع دقائق، وبقيت المسافه هي، زادت الي دقائق، فقمت بالغاء المشوار، فلماذا يتم تسجيل مبلغ دينار؟ حاولت الكتابه التطبيق، لكني للاسف اتمكن، يوجد رقم هاتف للتواصل معكم حاولت البحث التطبيق شروط فرض بدل الغاء المشوار فلم اجدها انكم بمثل الاجراءات تدفعون عملاءكم للتعامل تطبيقات اخري الشكر لتفهمكم
Ashraf,ممتاز مع السعر الاعلى فى المعروض,4,2025-07-16 13:47:04,positive,ممتاز السعر الاعلي المعروض
Hanoo Mohamed,تحفة,5,2025-07-16 13:33:33,positive,تحفه
rami القيسي,جيد,5,2025-07-16 13:15:49,positive,جيد
OO GG,شركه مش كويسه ضيعت عليه اهم مشوار شغل و معلين السعر فجأة و اخر اسكوتر طلبته وصلني غلط و كان مدمر و مكنش عندو فرامل,1,2025-07-16 12:59:58,negative,شركه مش كويسه ضيعت اهم مشوار شغل معلين السعر فجاه اخر اسكوتر طلبته وصلني غلط مدمر مكنش عندو فرامل
Abdullah Altorky,ممتازة,5,2025-07-16 12:41:44,positive,ممتازه
ehab Hesham,جميلة,5,2025-07-16 12:38:02,positive,جميله
عبدالله,سهل الاستخدام ومتعدد الاختيارات,5,2025-07-16 12:03:24,positive,سهل الاستخدام ومتعدد الاختيارات
Hussain Bassri,ممتاز,5,2025-07-16 11:31:56,positive,ممتاز
ميمي المزيني,رائع,5,2025-07-16 11:24:09,positive,رائع
Reham Mohamed,ممتا,5,2025-07-16 11:01:59,positive,ممتا
maryam shagfa,جيدة جدا,4,2025-07-16 09:42:00,positive,جيده جدا
مدحت مصطفى,ممتاز,5,2025-07-16 09:26:48,positive,ممتاز
salem ali,اشكر السائق على حسن تعامله,5,2025-07-16 09:24:40,positive,اشكر السائق حسن تعامله
Ramadan Ragb,جيد بس وقت الانتظار بقا طويل,4,2025-07-16 09:11:32,positive,جيد وقت الانتظار بقا طويل
Seifen Gerges,شكرا,5,2025-07-16 09:07:21,positive,شكرا
قمة الصرقعه,ممتاز جدا,5,2025-07-16 09:03:01,positive,ممتاز جدا
Kareem Osman,تحسن كبير في المستوي وورقي في التعامل وابكيشن سلسل,4,2025-07-16 08:46:34,positive,تحسن كبير المستوي وورقي التعامل وابكيشن سلسل
المهندس اشرف القاضى LIVE,ممتازة,5,2025-07-16 08:19:37,positive,ممتازه
